age,workclass,fnlwgt,education,education_num,marital_status,occupation,relationship,race,sex,capital_gain,capital_loss,hours_per_week,native_country,income,age_x_age,age_x_fnlwgt,age_x_education_num,age_x_capital_gain,age_x_capital_loss,age_x_hours_per_week,fnlwgt_x_fnlwgt,fnlwgt_x_education_num,fnlwgt_x_capital_gain,fnlwgt_x_capital_loss,fnlwgt_x_hours_per_week,education_num_x_education_num,education_num_x_capital_gain,education_num_x_capital_loss,education_num_x_hours_per_week,capital_gain_x_capital_gain,capital_gain_x_capital_loss,capital_gain_x_hours_per_week,capital_loss_x_capital_loss,capital_loss_x_hours_per_week,hours_per_week_x_hours_per_week,marital_status_statistics,male,female
43,State-gov,78765,Some-college,10,Divorced,Exec-managerial,Unmarried,White,Male,0,0,40,United-States,<=50K,1849,3386895,430,0,0,1720,1908957929,787650,0,0,3150600,100,0,0,400,0,0,0,0,0,1600,Divorced,10.82,15.09
46,Private,186410,Prof-school,15,Never-married,Exec-managerial,Not-in-family,White,Male,0,0,50,United-States,>50K,2116,8574860,690,0,0,2300,388949732,2796150,0,0,9320500,225,0,0,750,0,0,0,0,0,2500,Never-married,47.35,41.81
34,Private,399386,Assoc-voc,11,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,53,United-States,<=50K,1156,13579124,374,0,0,1802,595387044,4393246,0,0,21167458,121,0,0,583,0,0,0,0,0,2809,,,
40,Private,247469,Doctorate,16,Married-civ-spouse,Prof-specialty,Wife,White,Female,0,0,30,United-States,>50K,1600,9898760,640,0,0,1200,1111363817,3959504,0,0,7424070,256,0,0,480,0,0,0,0,0,900,,,
38,Self-emp-not-inc,322143,Bachelors,13,Married-civ-spouse,Other-service,Husband,White,Male,0,0,10,United-States,<=50K,1444,12241434,494,0,0,380,696897345,4187859,0,0,3221430,169,0,0,130,0,0,0,0,0,100,,,
36,Private,193026,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,0,0,40,United-States,>50K,1296,6948936,468,0,0,1440,-1395668988,2509338,0,0,7721040,169,0,0,520,0,0,0,0,0,1600,,,
31,Local-gov,213307,HS-grad,9,Never-married,Adm-clerical,Own-child,White,Female,0,0,40,United-States,<=50K,961,6612517,279,0,0,1240,-1744764007,1919763,0,0,8532280,81,0,0,360,0,0,0,0,0,1600,Never-married,47.35,41.81
34,Private,287315,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,55,United-States,>50K,1156,9768710,340,0,0,1870,945530601,2873150,0,0,15802325,100,0,0,550,0,0,0,0,0,3025,,,
41,Private,174575,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,1887,45,United-States,>50K,1681,7157575,369,0,77367,1845,411659553,1571175,0,329423025,7855875,81,0,16983,405,0,0,0,3560769,84915,2025,,,
40,Private,175398,Assoc-voc,11,Divorced,Prof-specialty,Not-in-family,White,Female,0,0,20,United-States,<=50K,1600,7015920,440,0,0,800,699687332,1929378,0,0,3507960,121,0,0,220,0,0,0,0,0,400,Divorced,10.82,15.09
38,Private,200220,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,<=50K,1444,7608360,342,0,0,1520,1433342736,1801980,0,0,8008800,81,0,0,360,0,0,0,0,0,1600,,,
38,Private,290306,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,>50K,1444,11031628,342,0,0,1520,-1621772284,2612754,0,0,11612240,81,0,0,360,0,0,0,0,0,1600,,,
30,Self-emp-inc,204470,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,36,United-States,>50K,900,6134100,300,0,0,1080,-1141692060,2044700,0,0,7360920,100,0,0,360,0,0,0,0,0,1296,,,
36,Private,199346,Masters,14,Married-civ-spouse,Prof-specialty,Wife,White,Female,0,0,50,United-States,>50K,1296,7176456,504,0,0,1800,1084122052,2790844,0,0,9967300,196,0,0,700,0,0,0,0,0,2500,,,
34,State-gov,156292,HS-grad,9,Never-married,Handlers-cleaners,Not-in-family,Black,Male,0,0,40,United-States,<=50K,1156,5313928,306,0,0,1360,-1342614512,1406628,0,0,6251680,81,0,0,360,0,0,0,0,0,1600,Never-married,47.35,41.81
43,Private,238530,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,<=50K,1849,10256790,387,0,0,1720,1061986052,2146770,0,0,9541200,81,0,0,360,0,0,0,0,0,1600,,,
31,Private,181091,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,0,0,40,United-States,>50K,961,5613821,403,0,0,1240,-1565788087,2354183,0,0,7243640,169,0,0,520,0,0,0,0,0,1600,,,
42,Private,161510,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,7298,0,40,United-States,>50K,1764,6783420,546,306516,0,1680,315676324,2099630,1178699980,0,6460400,169,94874,0,520,53260804,0,291920,0,0,1600,,,
30,State-gov,295612,HS-grad,9,Separated,Adm-clerical,Not-in-family,White,Female,0,0,40,United-States,<=50K,900,8868360,270,0,0,1200,1487108624,2660508,0,0,11824480,81,0,0,360,0,0,0,0,0,1600,,,
32,Private,168906,Assoc-acdm,12,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,40,United-States,<=50K,1024,5404992,384,0,0,1280,-1535534236,2026872,0,0,6756240,144,0,0,480,0,0,0,0,0,1600,Never-married,47.35,41.81
35,Self-emp-not-inc,225399,HS-grad,9,Never-married,Machine-op-inspct,Own-child,White,Male,8614,0,40,United-States,>50K,1225,7888965,315,301490,0,1400,-734898351,2028591,1941586986,0,9015960,81,77526,0,360,74200996,0,344560,0,0,1600,Never-married,47.35,41.81
47,Private,214702,HS-grad,9,Divorced,Other-service,Unmarried,White,Female,0,0,37,Puerto-Rico,<=50K,2209,10090994,423,0,0,1739,-1147691452,1932318,0,0,7943974,81,0,0,333,0,0,0,0,0,1369,Divorced,10.82,15.09
42,Private,119359,Prof-school,15,Married-civ-spouse,Sales,Wife,Amer-Indian-Eskimo,Female,15024,0,40,South,>50K,1764,5013078,630,631008,0,1680,1361668993,1790385,1793249616,0,4774360,225,225360,0,600,225720576,0,600960,0,0,1600,,,
47,Self-emp-inc,119471,7th-8th,4,Never-married,Craft-repair,Not-in-family,Other,Male,0,0,40,?,<=50K,2209,5615137,188,0,0,1880,1388417953,477884,0,0,4778840,16,0,0,160,0,0,0,0,0,1600,Never-married,47.35,41.81
30,?,151989,Assoc-voc,11,Divorced,?,Unmarried,White,Female,0,0,40,United-States,<=50K,900,4559670,330,0,0,1200,1625819641,1671879,0,0,6079560,121,0,0,440,0,0,0,0,0,1600,Divorced,10.82,15.09
47,Private,431515,Assoc-voc,11,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,>50K,2209,20281205,517,0,0,1880,1521601497,4746665,0,0,17260600,121,0,0,440,0,0,0,0,0,1600,,,
33,Private,209101,HS-grad,9,Never-married,Adm-clerical,Not-in-family,White,Male,0,0,40,United-States,<=50K,1089,6900333,297,0,0,1320,773555241,1881909,0,0,8364040,81,0,0,360,0,0,0,0,0,1600,Never-married,47.35,41.81
43,Private,162003,Some-college,10,Divorced,Machine-op-inspct,Not-in-family,White,Male,0,0,40,United-States,<=50K,1849,6966129,430,0,0,1720,475168233,1620030,0,0,6480120,100,0,0,400,0,0,0,0,0,1600,Divorced,10.82,15.09
45,Private,174533,Some-college,10,Married-civ-spouse,Transport-moving,Husband,White,Male,7298,0,50,United-States,>50K,2025,7853985,450,328410,0,2250,396997017,1745330,1273741834,0,8726650,100,72980,0,500,53260804,0,364900,0,0,2500,,,
36,Private,115360,10th,6,Married-civ-spouse,Machine-op-inspct,Own-child,White,Female,3464,0,40,United-States,<=50K,1296,4152960,216,124704,0,1440,423027712,692160,399607040,0,4614400,36,20784,0,240,11999296,0,138560,0,0,1600,,,
30,Private,225231,Some-college,10,Divorced,Exec-managerial,Not-in-family,White,Male,8614,0,50,United-States,>50K,900,6756930,300,258420,0,1500,-810604191,2252310,1940139834,0,11261550,100,86140,0,500,74200996,0,430700,0,0,2500,Divorced,10.82,15.09
45,Private,201865,Doctorate,16,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,45,United-States,>50K,2025,9083925,720,0,0,2025,2094772561,3229840,0,0,9083925,256,0,0,720,0,0,0,0,0,2025,,,
40,Private,195394,Assoc-acdm,12,Married-civ-spouse,Prof-specialty,Husband,White,Male,7688,0,40,United-States,>50K,1600,7815760,480,307520,0,1600,-475890428,2344728,1502189072,0,7815760,144,92256,0,480,59105344,0,307520,0,0,1600,,,
41,Self-emp-not-inc,252986,Masters,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,United-States,>50K,1681,10372426,574,0,0,1640,-422593244,3541804,0,0,10119440,196,0,0,560,0,0,0,0,0,1600,,,
30,Private,97757,Assoc-voc,11,Married-civ-spouse,Prof-specialty,Wife,White,Female,0,0,36,United-States,>50K,900,2932710,330,0,0,1080,966496457,1075327,0,0,3519252,121,0,0,396,0,0,0,0,0,1296,,,
40,Private,233320,7th-8th,4,Separated,Other-service,Not-in-family,White,Female,0,0,25,United-States,<=50K,1600,9332800,160,0,0,1000,-1396352448,933280,0,0,5833000,16,0,0,100,0,0,0,0,0,625,,,
44,Private,105936,Assoc-acdm,12,Divorced,Adm-clerical,Unmarried,White,Female,0,0,40,United-States,<=50K,1936,4661184,528,0,0,1760,-1662465792,1271232,0,0,4237440,144,0,0,480,0,0,0,0,0,1600,Divorced,10.82,15.09
35,Private,142282,Some-college,10,Separated,Other-service,Unmarried,White,Female,0,0,25,United-States,<=50K,1225,4979870,350,0,0,875,-1230668956,1422820,0,0,3557050,100,0,0,250,0,0,0,0,0,625,,,
37,Private,186191,HS-grad,9,Married-civ-spouse,Other-service,Husband,White,Male,0,0,45,?,<=50K,1369,6889067,333,0,0,1665,307350113,1675719,0,0,8378595,81,0,0,405,0,0,0,0,0,2025,,,
34,Self-emp-not-inc,28568,HS-grad,9,Divorced,Exec-managerial,Not-in-family,White,Male,0,0,60,United-States,>50K,1156,971312,306,0,0,2040,816130624,257112,0,0,1714080,81,0,0,540,0,0,0,0,0,3600,Divorced,10.82,15.09
46,Private,102542,7th-8th,4,Never-married,Other-service,Own-child,White,Male,0,0,52,United-States,<=50K,2116,4716932,184,0,0,2392,1924927172,410168,0,0,5332184,16,0,0,208,0,0,0,0,0,2704,Never-married,47.35,41.81
49,Federal-gov,168232,HS-grad,9,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,40,United-States,>50K,2401,8243368,441,0,0,1960,-1762765248,1514088,0,0,6729280,81,0,0,360,0,0,0,0,0,1600,,,
30,Private,187560,Bachelors,13,Never-married,Sales,Not-in-family,White,Male,0,0,40,United-States,<=50K,900,5626800,390,0,0,1200,819015232,2438280,0,0,7502400,169,0,0,520,0,0,0,0,0,1600,Never-married,47.35,41.81
36,Private,99270,HS-grad,9,Married-civ-spouse,Farming-fishing,Wife,White,Female,0,0,40,United-States,<=50K,1296,3573720,324,0,0,1440,1264598308,893430,0,0,3970800,81,0,0,360,0,0,0,0,0,1600,,,
45,Private,54260,Some-college,10,Divorced,Craft-repair,Unmarried,White,Male,0,0,99,United-States,<=50K,2025,2441700,450,0,0,4455,-1350819696,542600,0,0,5371740,100,0,0,990,0,0,0,0,0,9801,Divorced,10.82,15.09
32,Private,206541,Assoc-voc,11,Married-civ-spouse,Tech-support,Husband,White,Male,0,0,45,United-States,>50K,1024,6609312,352,0,0,1440,-290488279,2271951,0,0,9294345,121,0,0,495,0,0,0,0,0,2025,,,
50,Self-emp-not-inc,83311,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,13,United-States,<=50K,2500,4165550,650,0,0,650,-1649211871,1083043,0,0,1083043,169,0,0,169,0,0,0,0,0,169,,,
47,State-gov,469907,Assoc-acdm,12,Married-civ-spouse,Protective-serv,Husband,White,Male,0,1740,40,United-States,<=50K,2209,22085629,564,0,81780,1880,1769256553,5638884,0,817638180,18796280,144,0,20880,480,0,0,0,3027600,69600,1600,,,
37,State-gov,482927,Some-college,10,Divorced,Other-service,Not-in-family,White,Male,0,0,65,United-States,<=50K,1369,17868299,370,0,0,2405,1290253345,4829270,0,0,31390255,100,0,0,650,0,0,0,0,0,4225,Divorced,10.82,15.09
31,Private,170983,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,60,United-States,>50K,961,5300473,403,0,0,1860,-829584783,2222779,0,0,10258980,169,0,0,780,0,0,0,0,0,3600,,,
48,State-gov,148738,Some-college,10,Divorced,Other-service,Own-child,White,Male,0,0,40,United-States,<=50K,2304,7139424,480,0,0,1920,648156164,1487380,0,0,5949520,100,0,0,400,0,0,0,0,0,1600,Divorced,10.82,15.09
36,Private,173804,11th,7,Divorced,Other-service,Not-in-family,White,Female,0,0,40,United-States,<=50K,1296,6256944,252,0,0,1440,143059344,1216628,0,0,6952160,49,0,0,280,0,0,0,0,0,1600,Divorced,10.82,15.09
47,Private,312088,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,<=50K,2209,14668136,423,0,0,1880,-1385328064,2808792,0,0,12483520,81,0,0,360,0,0,0,0,0,1600,,,
42,Self-emp-not-inc,351161,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,1887,40,United-States,>50K,1764,14748762,546,0,79254,1680,-1240003663,4565093,0,662640807,14046440,169,0,24531,520,0,0,0,3560769,75480,1600,,,
40,Private,141245,Bachelors,13,Married-civ-spouse,Other-service,Wife,White,Female,0,0,40,Puerto-Rico,<=50K,1600,5649800,520,0,0,1600,-1524686455,1836185,0,0,5649800,169,0,0,520,0,0,0,0,0,1600,,,
46,Private,318331,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,United-States,<=50K,2116,14643226,414,0,0,1840,-1744589543,2864979,0,0,12733240,81,0,0,360,0,0,0,0,0,1600,,,
31,Private,90668,10th,6,Never-married,Other-service,Not-in-family,White,Female,0,0,40,United-States,<=50K,961,2810708,186,0,0,1240,-369248368,544008,0,0,3626720,36,0,0,240,0,0,0,0,0,1600,Never-married,47.35,41.81
49,Private,247892,Some-college,10,Married-civ-spouse,Craft-repair,Husband,Black,Male,0,0,30,United-States,<=50K,2401,12146708,490,0,0,1470,1320901520,2478920,0,0,7436760,100,0,0,300,0,0,0,0,0,900,,,
37,Private,410913,HS-grad,9,Married-spouse-absent,Farming-fishing,Unmarried,Other,Male,0,0,40,Mexico,<=50K,1369,15203781,333,0,0,1480,1345769025,3698217,0,0,16436520,81,0,0,360,0,0,0,0,0,1600,,,
35,Private,187711,HS-grad,9,Never-married,Machine-op-inspct,Not-in-family,White,Male,0,0,40,United-States,<=50K,1225,6569885,315,0,0,1400,875681153,1689399,0,0,7508440,81,0,0,360,0,0,0,0,0,1600,Never-married,47.35,41.81
33,Private,193042,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,60,United-States,>50K,1089,6370386,297,0,0,1980,-1389491900,1737378,0,0,11582520,81,0,0,540,0,0,0,0,0,3600,,,
30,Private,19847,Some-college,10,Divorced,Tech-support,Own-child,White,Female,0,0,40,United-States,<=50K,900,595410,300,0,0,1200,393903409,198470,0,0,793880,100,0,0,400,0,0,0,0,0,1600,Divorced,10.82,15.09
44,Private,343591,HS-grad,9,Divorced,Craft-repair,Not-in-family,White,Female,14344,0,40,United-States,>50K,1936,15118004,396,631136,0,1760,2090658289,3092319,633502008,0,13743640,81,129096,0,360,205750336,0,573760,0,0,1600,Divorced,10.82,15.09
38,Private,191103,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,99,United-States,>50K,1444,7261914,570,0,0,3762,-2134349055,2866545,0,0,18919197,225,0,0,1485,0,0,0,0,0,9801,,,
39,Private,208778,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Wife,White,Female,0,0,40,United-States,>50K,1521,8142342,351,0,0,1560,638580324,1879002,0,0,8351120,81,0,0,360,0,0,0,0,0,1600,,,
36,Private,66173,Assoc-acdm,12,Married-civ-spouse,Sales,Wife,White,Female,0,0,15,United-States,<=50K,1296,2382228,432,0,0,540,83898633,794076,0,0,992595,144,0,0,180,0,0,0,0,0,225,,,
47,Private,163814,10th,6,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,<=50K,2209,7699258,282,0,0,1880,1065222820,982884,0,0,6552560,36,0,0,240,0,0,0,0,0,1600,,,
50,Private,93690,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,40,United-States,>50K,2500,4684500,450,0,0,2000,187881508,843210,0,0,3747600,81,0,0,360,0,0,0,0,0,1600,,,
49,Local-gov,349633,Masters,14,Married-civ-spouse,Prof-specialty,Wife,White,Female,0,0,50,United-States,>50K,2401,17132017,686,0,0,2450,1984150401,4894862,0,0,17481650,196,0,0,700,0,0,0,0,0,2500,,,
34,Private,191834,Assoc-voc,11,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,48,United-States,<=50K,1156,6522356,374,0,0,1632,-1854422108,2110174,0,0,9208032,121,0,0,528,0,0,0,0,0,2304,,,
50,Private,188186,Masters,14,Divorced,Sales,Not-in-family,White,Female,0,1590,45,United-States,<=50K,2500,9409300,700,0,79500,2250,1054232228,2634604,0,299215740,8468370,196,0,22260,630,0,0,0,2528100,71550,2025,Divorced,10.82,15.09
50,Private,167886,Some-college,10,Married-civ-spouse,Sales,Husband,White,Male,0,0,40,United-States,>50K,2500,8394300,500,0,0,2000,-1879062076,1678860,0,0,6715440,100,0,0,400,0,0,0,0,0,1600,,,
41,Local-gov,190786,Bachelors,13,Divorced,Prof-specialty,Not-in-family,White,Male,0,0,20,United-States,<=50K,1681,7822226,533,0,0,820,2039559428,2480218,0,0,3815720,169,0,0,260,0,0,0,0,0,400,Divorced,10.82,15.09
30,Local-gov,181091,Bachelors,13,Married-civ-spouse,Protective-serv,Husband,White,Male,0,0,40,United-States,<=50K,900,5432730,390,0,0,1200,-1565788087,2354183,0,0,7243640,169,0,0,520,0,0,0,0,0,1600,,,
31,Private,77143,12th,8,Separated,Transport-moving,Unmarried,Black,Male,0,0,40,United-States,<=50K,961,2391433,248,0,0,1240,1656075153,617144,0,0,3085720,64,0,0,320,0,0,0,0,0,1600,,,
34,Self-emp-inc,186824,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,15024,0,40,United-States,>50K,1156,6352016,510,510816,0,1360,543468608,2802360,-1488123520,0,7472960,225,225360,0,600,225720576,0,600960,0,0,1600,,,
44,Private,126701,HS-grad,9,Divorced,Craft-repair,Unmarried,White,Male,0,0,40,United-States,<=50K,1936,5574844,396,0,0,1760,-1126725783,1140309,0,0,5068040,81,0,0,360,0,0,0,0,0,1600,Divorced,10.82,15.09
47,Local-gov,218596,Assoc-voc,11,Divorced,Adm-clerical,Not-in-family,White,Female,0,0,40,United-States,<=50K,2209,10274012,517,0,0,1880,539570960,2404556,0,0,8743840,121,0,0,440,0,0,0,0,0,1600,Divorced,10.82,15.09
31,Self-emp-not-inc,161745,Bachelors,13,Married-spouse-absent,Exec-managerial,Not-in-family,White,Male,0,1980,60,United-States,<=50K,961,5014095,403,0,61380,1860,391641249,2102685,0,320255100,9704700,169,0,25740,780,0,0,0,3920400,118800,3600,,,
33,State-gov,175023,HS-grad,9,Married-civ-spouse,Protective-serv,Husband,White,Male,0,0,37,United-States,<=50K,1089,5775759,297,0,0,1221,568279457,1575207,0,0,6475851,81,0,0,333,0,0,0,0,0,1369,,,
35,Private,42044,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,30,United-States,<=50K,1225,1471540,315,0,0,1050,1767697936,378396,0,0,1261320,81,0,0,270,0,0,0,0,0,900,,,
42,Private,269028,Doctorate,16,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,France,<=50K,1764,11299176,672,0,0,1680,-638379248,4304448,0,0,10761120,256,0,0,640,0,0,0,0,0,1600,,,
47,Self-emp-not-inc,159869,HS-grad,9,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,56,United-States,>50K,2209,7513843,423,0,0,2632,-211706615,1438821,0,0,8952664,81,0,0,504,0,0,0,0,0,3136,,,
43,Private,122473,9th,5,Never-married,Machine-op-inspct,Unmarried,Black,Female,0,625,40,United-States,<=50K,1849,5266339,215,0,26875,1720,2114733841,612365,0,76545625,4898920,25,0,3125,200,0,0,0,390625,25000,1600,Never-married,47.35,41.81
47,Private,323798,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,15024,0,55,United-States,>50K,2209,15218506,705,706128,0,2585,1765929700,4856970,569773856,0,17808890,225,225360,0,825,225720576,0,826320,0,0,3025,,,
44,Self-emp-not-inc,138975,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,55,United-States,<=50K,1936,6114900,396,0,0,2420,2134181441,1250775,0,0,7643625,81,0,0,495,0,0,0,0,0,3025,,,
32,Private,309513,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,50,United-States,<=50K,1024,9904416,288,0,0,1600,1309016657,2785617,0,0,15475650,81,0,0,450,0,0,0,0,0,2500,,,
40,Self-emp-inc,76625,HS-grad,9,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0,0,40,United-States,<=50K,1600,3065000,360,0,0,1600,1576423329,689625,0,0,3065000,81,0,0,360,0,0,0,0,0,1600,,,
45,Private,168837,Some-college,10,Divorced,Sales,Unmarried,White,Female,0,0,40,United-States,<=50K,2025,7597665,450,0,0,1800,-1558838503,1688370,0,0,6753480,100,0,0,400,0,0,0,0,0,1600,Divorced,10.82,15.09
44,Private,197462,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,United-States,<=50K,1936,8688328,396,0,0,1760,336535780,1777158,0,0,7898480,81,0,0,360,0,0,0,0,0,1600,,,
48,Self-emp-inc,155664,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,60,United-States,>50K,2304,7471872,720,0,0,2880,-1538522880,2334960,0,0,9339840,225,0,0,900,0,0,0,0,0,3600,,,
32,Private,168443,Masters,14,Married-civ-spouse,Exec-managerial,Wife,White,Female,0,0,40,United-States,<=50K,1024,5390176,448,0,0,1280,-1691726823,2358202,0,0,6737720,196,0,0,560,0,0,0,0,0,1600,,,
49,Private,148549,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,1902,50,United-States,>50K,2401,7278901,637,0,93198,2450,591968921,1931137,0,282540198,7427450,169,0,24726,650,0,0,0,3617604,95100,2500,,,
39,Local-gov,207853,12th,8,Married-civ-spouse,Tech-support,Husband,White,Male,0,0,50,United-States,<=50K,1521,8106267,312,0,0,1950,253196649,1662824,0,0,10392650,64,0,0,400,0,0,0,0,0,2500,,,
43,Private,171841,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,0,0,40,United-States,>50K,1849,7389163,559,0,0,1720,-535441791,2233933,0,0,6873640,169,0,0,520,0,0,0,0,0,1600,,,
43,Self-emp-inc,155293,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,0,0,60,United-States,>50K,1849,6677599,559,0,0,2580,-1653887927,2018809,0,0,9317580,169,0,0,780,0,0,0,0,0,3600,,,
31,Private,184307,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,50,Jamaica,>50K,961,5713517,310,0,0,1550,-390668119,1843070,0,0,9215350,100,0,0,500,0,0,0,0,0,2500,,,
32,Self-emp-not-inc,33417,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,50,United-States,<=50K,1024,1069344,320,0,0,1600,1116695889,334170,0,0,1670850,100,0,0,500,0,0,0,0,0,2500,,,
32,Private,216145,Some-college,10,Never-married,Craft-repair,Not-in-family,White,Male,4650,0,45,United-States,<=50K,1024,6916640,320,148800,0,1440,-525979231,2161450,1005074250,0,9726525,100,46500,0,450,21622500,0,209250,0,0,2025,Never-married,47.35,41.81
42,Private,196001,HS-grad,9,Separated,Adm-clerical,Unmarried,White,Female,0,0,40,United-States,<=50K,1764,8232042,378,0,0,1680,-238313663,1764009,0,0,7840040,81,0,0,360,0,0,0,0,0,1600,,,
48,Private,240917,11th,7,Separated,Other-service,Not-in-family,Black,Female,0,0,35,United-States,<=50K,2304,11564016,336,0,0,1680,-2088541255,1686419,0,0,8432095,49,0,0,245,0,0,0,0,0,1225,,,
42,Private,24982,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,7688,0,40,United-States,>50K,1764,1049244,420,322896,0,1680,624100324,249820,192061616,0,999280,100,76880,0,400,59105344,0,307520,0,0,1600,,,
35,Private,103986,Assoc-voc,11,Married-civ-spouse,Tech-support,Husband,White,Male,0,0,40,United-States,>50K,1225,3639510,385,0,0,1400,-2071813692,1143846,0,0,4159440,121,0,0,440,0,0,0,0,0,1600,,,
32,Private,175878,7th-8th,4,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,35,United-States,<=50K,1024,5628096,128,0,0,1120,868299812,703512,0,0,6155730,16,0,0,140,0,0,0,0,0,1225,,,
38,Self-emp-not-inc,190023,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,40,United-States,>50K,1444,7220874,342,0,0,1520,1749002161,1710207,0,0,7600920,81,0,0,360,0,0,0,0,0,1600,,,
42,Private,282062,9th,5,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,40,United-States,<=50K,1764,11846604,210,0,0,1680,-2045406780,1410310,0,0,11282480,25,0,0,200,0,0,0,0,0,1600,,,
38,Self-emp-inc,107909,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,0,0,40,United-States,>50K,1444,4100542,494,0,0,1520,-1240549607,1402817,0,0,4316360,169,0,0,520,0,0,0,0,0,1600,,,
40,Private,63503,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States,>50K,1600,2540120,520,0,0,1600,-262336287,825539,0,0,2540120,169,0,0,520,0,0,0,0,0,1600,,,
36,Self-emp-not-inc,342719,Doctorate,16,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,45,?,>50K,1296,12337884,576,0,0,1620,1492195969,5483504,0,0,15422355,256,0,0,720,0,0,0,0,0,2025,,,
32,Private,133503,HS-grad,9,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,40,United-States,<=50K,1024,4272096,288,0,0,1280,643181825,1201527,0,0,5340120,81,0,0,360,0,0,0,0,0,1600,,,
40,Private,145441,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,United-States,>50K,1600,5817640,520,0,0,1600,-321751999,1890733,0,0,5817640,169,0,0,520,0,0,0,0,0,1600,,,
34,Private,228873,Bachelors,13,Never-married,Exec-managerial,Own-child,White,Male,0,0,40,United-States,<=50K,1156,7781682,442,0,0,1360,843242577,2975349,0,0,9154920,169,0,0,520,0,0,0,0,0,1600,Never-married,47.35,41.81
43,Private,339767,Some-college,10,Married-civ-spouse,Other-service,Wife,White,Female,0,0,20,England,>50K,1849,14609981,430,0,0,860,-522502703,3397670,0,0,6795340,100,0,0,200,0,0,0,0,0,400,,,
30,Self-emp-not-inc,223212,Bachelors,13,Never-married,Sales,Unmarried,White,Male,0,0,40,United-States,<=50K,900,6696360,390,0,0,1200,-1716010608,2901756,0,0,8928480,169,0,0,520,0,0,0,0,0,1600,Never-married,47.35,41.81
42,Private,175943,Assoc-voc,11,Married-civ-spouse,Exec-managerial,Wife,White,Female,7298,0,35,United-States,>50K,1764,7389606,462,306516,0,1470,891168177,1935373,1284032014,0,6158005,121,80278,0,385,53260804,0,255430,0,0,1225,,,
